id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
27487781,Home in Austin · ★4.90 · 3 bedrooms · 3 beds · 2 baths,58467090,Malcolm,,78702,30.25784,-97.73677,Entire home/apt,225,3,60,2023-11-13,1.90,1,348,21,
27961371,Home in Austin · 1 bedroom · 1 bed · 1.5 baths,32937049,Darcy,,78704,30.25924,-97.76193,Entire home/apt,375,3,1,2021-10-25,0.04,1,83,0,
27494437,Home in Austin · 5 bedrooms · 6 beds · 4 baths,44628480,Julie,,78746,30.26663,-97.79554,Entire home/apt,,4,1,2018-10-15,0.02,1,0,0,
26469790,Guesthouse in Austin · ★4.55 · 1 bedroom · 1 bed · 1 bath,92882698,Shaun-Marie,,78702,30.26013,-97.70525,Entire home/apt,76,3,11,2023-10-30,0.17,1,62,4,
27503305,Rental unit in Austin · ★4.76 · 1 bedroom · 1 bed · 1 bath,195478867,Casey,,78757,30.34285,-97.73693,Entire home/apt,50,30,76,2023-03-31,1.17,7,160,3,
27979704,Home in Austin · ★5.0 · 4 bedrooms · 5 beds · 4 baths,42057376,Jennifer,,78704,30.25743,-97.77287,Entire home/apt,2369,4,23,2023-09-10,0.40,3,175,2,
27506626,Home in Austin · ★5.0 · 3 bedrooms · 3 beds · 1 bath,214322,Rachel,,78723,30.31369,-97.70253,Entire home/apt,,1,16,2023-07-30,0.28,1,0,1,
27989668,Guest suite in Austin · ★4.92 · 1 bedroom · 1 bed · 1 bath,5517079,Negar,,78704,30.25932,-97.76159,Entire home/apt,155,2,213,2023-11-13,3.31,1,238,38,
27519547,Condo in Austin · 2 bedrooms · 2 beds · 2 baths,145012907,Paul,,78703,30.27884,-97.75263,Entire home/apt,139,30,1,2019-03-17,0.02,1,365,0,
26495184,Home in Austin · ★4.94 · 5 bedrooms · 9 beds · 3 baths,42680087,Austin,,78721,30.2805,-97.67584,Entire home/apt,363,2,88,2023-12-03,1.33,1,150,26,
26524543,Condo in Austin · 2 bedrooms · 4 beds · 1 bath,197727302,Robert,,78701,30.26806,-97.74329,Entire home/apt,,1,2,2018-08-05,0.03,1,0,0,
27524298,Guesthouse in Austin · ★4.98 · 2 bedrooms · 2 beds · 2 baths,207586466,Angelita,,78704,30.26,-97.76308,Entire home/apt,793,2,58,2023-10-23,0.92,1,332,4,
26536675,Bungalow in Austin · ★4.93 · 3 bedrooms · 3 beds · 2 baths,146923081,Eli,,78702,30.26374,-97.7172,Entire home/apt,300,2,54,2023-11-12,0.84,1,103,13,
26560743,Home in Austin · ★4.77 · 2 bedrooms · 2 beds · 1.5 baths,169708070,Logan,,78702,30.26472,-97.71406,Entire home/apt,157,2,114,2023-11-26,1.72,2,74,24,
28003194,Condo in Austin · ★4.83 · 2 bedrooms · 3 beds · 2 baths,39923093,Daryl,,78741,30.23258,-97.73467,Entire home/apt,115,2,196,2023-11-13,3.10,3,166,13,
28007223,Rental unit in Austin · ★4.88 · 2 bedrooms · 2 beds · 1 bath,141834126,Acacia,,78704,30.2386,-97.7423,Entire home/apt,,2,8,2019-01-02,0.13,2,0,0,
27526485,Home in Austin · ★4.33 · 2 bedrooms · 2 beds · 2.5 baths,58590218,Phil,,78741,30.2374,-97.72955,Entire home/apt,,2,3,2019-05-12,0.05,2,0,0,
28013850,Home in Austin · 1 bedroom · 1 bed · 1 shared bath,211585754,Greg,,78734,30.38899,-97.96413,Private room,99,2,1,2018-09-03,0.02,2,0,0,
26564312,Condo in Austin · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,199749917,Ashley,,78701,30.27566,-97.75038,Entire home/apt,197,3,86,2023-11-13,1.32,1,135,15,
26564810,Condo in Austin · ★5.0 · 2 bedrooms · 1 bed · 1.5 baths,75608879,Ashley,,78745,30.22655,-97.80406,Entire home/apt,,1,3,2019-01-01,0.05,1,0,0,
26571770,Rental unit in Austin · ★4.90 · Studio · 1 bed · 1 bath,151146332,Jessica,,78702,30.26205,-97.72417,Entire home/apt,,2,10,2019-11-10,0.15,1,0,0,
26573955,Rental unit in Austin · ★4.78 · 1 bedroom · 2 beds · 1 bath,199821441,Art,,78749,30.23344,-97.8384,Entire home/apt,59,2,49,2020-03-02,0.74,1,0,0,
26629680,Home in Austin · ★4.93 · 4 bedrooms · 5 beds · 3 baths,180547985,Sam,,78734,30.40679,-97.92037,Entire home/apt,700,2,45,2023-11-25,0.71,3,354,9,
26638649,Cottage in Austin · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,5017087,Ginger,,78704,30.25598,-97.76542,Entire home/apt,1050,3,6,2023-10-09,0.10,1,358,1,
26643434,Home in Austin · ★4.93 · 1 bedroom · 3 beds · 1.5 baths,1312348,Kyle,,78702,30.25189,-97.72227,Entire home/apt,183,2,99,2023-10-24,1.54,2,162,24,
26655796,Bungalow in Austin · ★4.98 · 1 bedroom · 1 bed · 1 bath,33048045,Paul,,78721,30.27701,-97.67997,Entire home/apt,106,2,199,2023-12-05,3.11,1,155,35,
27526974,Home in Austin · ★4.0 · 1 bedroom · 1 bed · 1 private bath,58590218,Phil,,78741,30.23708,-97.72932,Private room,,1,3,2019-06-08,0.05,2,0,0,
26661054,Home in Austin · ★4.97 · 6 bedrooms · 11 beds · 4.5 baths,80625850,Sarah,,78702,30.250328063964844,-97.72235870361328,Entire home/apt,920,1,38,2023-11-05,0.66,3,320,12,
28013906,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 1 bath,109065034,Blake,,78723,30.30706,-97.69822,Entire home/apt,200,2,10,2020-03-08,0.16,1,0,0,
27545483,Townhouse in Austin · ★4.95 · 5 bedrooms · 13 beds · 3.5 baths,814883,Kristen,,78702,30.2638888,-97.7297462,Entire home/apt,423,1,85,2023-12-01,1.47,13,255,15,
27547539,Rental unit in Austin · ★4.50 · 1 bedroom · 1 bed · 3 shared baths,8167447,Martin,,78756,30.31949,-97.73096,Shared room,27,30,4,2021-02-13,0.06,91,86,0,
28034785,Aparthotel in Austin · 2 bedrooms · 3 beds · 2 baths,5146,Jorge,,78701,30.27283,-97.74665,Entire home/apt,260,3,1,2018-10-21,0.02,2,3,0,
26664490,Home in Austin · 1 bedroom · 1 bed · 1 shared bath,8167447,Martin,,78751,30.31472,-97.7167,Shared room,27,30,2,2021-04-20,0.03,91,344,0,
26667257,Home in Del Valle · 3 bedrooms · 4 beds · 2 baths,124060715,Evolve,,78719,30.07844,-97.64185,Entire home/apt,143,2,1,2020-06-10,0.02,42,0,0,
27548039,Rental unit in Austin · ★5.0 · 1 bedroom · 1 bed · 3 shared baths,8167447,Martin,,78756,30.31997,-97.73098,Shared room,19,30,6,2023-06-08,0.09,91,290,1,
27551830,Home in Austin · ★4.73 · 4 bedrooms · 5 beds · 3 baths,9034012,Aj,,78746,30.29485,-97.83412,Entire home/apt,718,2,30,2021-12-15,0.47,2,363,0,
27554103,Home in Austin · ★5.0 · 5 bedrooms · 11 beds · 5 baths,78304496,Daniel,,78702,30.2527,-97.72651,Entire home/apt,971,2,93,2023-12-08,1.43,3,338,15,
28050099,Home in Austin · 1 bedroom · 1 bed · 1 shared bath,162714303,Jason,,78729,30.44968,-97.76079,Private room,75,1,2,2019-03-10,0.03,1,0,0,
28053221,Guesthouse in Austin · ★4.93 · Studio · 2 beds · 1 bath,15782486,Lodgewell,,78704,30.24239,-97.74741,Entire home/apt,90,1,188,2023-11-20,2.94,48,161,12,
27556416,Home in Austin · ★4.91 · 4 bedrooms · 7 beds · 2 baths,118101778,Keri,,78723,30.31718,-97.67261,Entire home/apt,141,3,159,2023-11-25,2.45,3,241,30,
28053570,Condo in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,49665982,April,,78704,30.26224,-97.7747,Entire home/apt,,30,3,2022-10-01,0.05,1,0,0,
28077665,Home in Austin · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,209495182,Bridget,,78757,30.34896,-97.74735,Private room,31,31,110,2022-03-19,1.71,5,0,0,
26667414,Condo in Austin · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,51325711,David,,78701,30.27566,-97.75038,Entire home/apt,200,2,222,2023-11-25,3.39,2,82,30,
27556935,Rental unit in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,193992215,Hannah And Danielle,,78704,30.22577,-97.75567,Entire home/apt,,30,4,2022-12-11,0.07,2,0,0,
26688520,Condo in Austin · ★4.95 · Studio · 1 bed · 1 bath,37601687,Rocio,,78702,30.26036,-97.72424,Entire home/apt,97,2,226,2023-12-03,3.48,3,126,28,
26692783,Rental unit in Austin · ★4.86 · Studio · 1 bed · 1 bath,200692820,Satish,,78751,30.30586,-97.73311,Entire home/apt,77,2,210,2023-11-10,3.32,2,251,37,
28081355,Cottage in Austin · ★4.89 · 1 bedroom · 2 beds · 1 bath,124060715,Evolve,,78748,30.17995,-97.8484,Entire home/apt,131,2,53,2023-11-25,0.85,42,358,11,
27557022,Condo in Austin · ★4.80 · 2 bedrooms · 2 beds · 1 bath,207918574,Castle,,78704,30.24953,-97.7454,Entire home/apt,124,1,116,2023-11-09,1.78,1,253,10,
27578322,Rental unit in Austin · 1 bedroom · 1 bed · 3 shared baths,8167447,Martin,,78751,30.31827,-97.72936,Shared room,27,30,2,2019-08-05,0.04,91,364,0,
26718562,Condo in Austin · ★4.96 · 2 bedrooms · 3 beds · 2 baths,200912888,Urban Co Spaces,,78702,30.25829,-97.72436,Entire home/apt,99,3,403,2023-12-02,6.12,2,209,52,
27579562,Rental unit in Austin · ★4.82 · 1 bedroom · 1 bed · 3 shared baths,8167447,Martin,,78751,30.31987,-97.72916,Shared room,19,30,11,2023-01-13,0.17,91,344,1,
27582496,Home in Austin · ★3.67 · 3 bedrooms · 3 beds · 2.5 baths,41545628,Kesten,,78702,30.27198,-97.71655,Entire home/apt,177,9,3,2018-11-25,0.05,1,28,0,
26735489,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 2 baths,55463684,Sarah,,78704,30.2403,-97.74649,Entire home/apt,1000,1,21,2022-10-24,0.33,1,290,0,
26739224,Guesthouse in Austin · ★4.75 · 2 bedrooms · 2 beds · 1 bath,4437388,Stacey,,78745,30.21826,-97.77401,Entire home/apt,108,30,57,2023-09-24,0.87,3,134,2,
27583611,Guesthouse in Austin · ★4.94 · 1 bedroom · 1 bed · 1 bath,21661527,Anthony,,78704,30.25965,-97.76917,Entire home/apt,149,2,362,2023-11-25,5.62,1,77,45,
26778255,Condo in Austin · ★4.80 · 1 bedroom · 1 bath,201356145,Maggie,,78703,30.27596,-97.75558,Entire home/apt,,2,5,2018-12-03,0.08,1,0,0,
27584348,Townhouse in Austin · ★4.77 · 3 bedrooms · 6 beds · 2 baths,3538703,Mike,,78704,30.25583,-97.7797,Entire home/apt,180,3,87,2023-11-24,1.35,6,0,6,
27636411,Guest suite in Austin · ★4.99 · 1 bedroom · 2 beds · 1 bath,46498562,Dori,,78751,30.31098,-97.72456,Entire home/apt,135,2,182,2023-10-29,2.89,1,0,23,
27650656,Rental unit in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,80894588,Tj,,78704,30.23544,-97.78201,Entire home/apt,,1,5,2018-11-03,0.08,1,0,0,
26806684,Home in Austin · ★5.0 · 5 bedrooms · 6 beds · 3.5 baths,201577188,Brandt,,78704,30.25634,-97.76679,Entire home/apt,1000,3,11,2022-10-24,0.17,1,61,0,
27661048,Home in Austin · ★4.88 · 1 bedroom · 1 bed · 1 bath,46959319,Bobby,,78756,30.32101,-97.74504,Entire home/apt,85,2,229,2023-10-23,3.73,3,0,29,
27662181,Home in Austin · ★5.0 · 3 bedrooms · 3 beds · 2 baths,79520508,Treadwake By Donavin And Michelle,,78734,30.40131,-97.92553,Private room,110,1,15,2023-12-11,2.06,1,335,15,
26807255,Guest suite in Austin · ★4.91 · Studio · 2 beds · 1 bath,13565872,Callie,,78704,30.24734,-97.77645,Entire home/apt,85,2,64,2023-11-06,1.14,1,55,11,
28083921,Rental unit in Austin · ★4.67 · 1 bedroom · 1 bed · 2 baths,212153696,Daniel,,78723,30.31237,-97.70435,Private room,,1,6,2019-08-18,0.09,1,0,0,
28094981,Home in Austin · ★4.91 · 5 bedrooms · 9 beds · 3.5 baths,30225950,Eastside Villas,,78702,30.27109,-97.72813,Entire home/apt,328,3,149,2023-12-11,2.34,30,225,26,
28096662,Home in Austin · ★4.89 · 6 bedrooms · 7 beds · 6 baths,42057376,Jennifer,,78704,30.25545,-97.77241,Entire home/apt,2812,4,9,2023-10-23,0.16,3,174,2,
27673991,Home in Austin · ★4.93 · 1 bedroom · 1 bed · 1 bath,208872474,Lauren & Chad,,78702,30.26395,-97.71847,Entire home/apt,102,3,265,2023-11-23,4.08,1,60,53,
28103602,Condo in Austin · ★5.0 · 2 bedrooms · 2 beds · 2 baths,52550312,Brandy,,78703,30.27299,-97.76105,Entire home/apt,120,30,13,2023-07-12,0.21,1,68,1,
26816767,Guesthouse in Austin · ★5.0 · 1 bedroom · 2 beds · 1 bath,146791271,Denise,,78725,30.26185,-97.67106,Entire home/apt,122,2,136,2023-11-14,2.21,1,0,17,
27675601,Home in Austin · 4 bedrooms · 4 beds · 2 baths,30117761,Megan,,78703,30.28656,-97.7703,Entire home/apt,,2,0,,,1,0,0,
27675990,Townhouse in Austin · ★4.50 · 1 bedroom · 1 bed · 1 private bath,208463977,Josey,,78741,30.23157,-97.71305,Private room,,2,6,2018-11-04,0.09,1,0,0,
26862811,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,9875059,Josh,,78702,30.26795,-97.71247,Private room,,1,5,2018-08-10,0.08,1,0,0,
26867216,Rental unit in Austin · ★5.0 · 2 bedrooms · 2 beds · 1 bath,38475961,Jessica,,78704,30.23841,-97.78599,Entire home/apt,,2,4,2018-11-11,0.06,2,0,0,
28106065,Rental unit in Austin · 2 bedrooms · 2 beds · 2 baths,212308789,Greg,,78741,30.23066,-97.72035,Entire home/apt,1900,30,0,,,1,0,0,
28107759,Rental unit in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,212321899,Tori,,78741,30.2441,-97.7253,Entire home/apt,,2,7,2020-03-04,0.11,1,0,0,
28110684,Home in Austin · 2 bedrooms · 3 beds · 2.5 baths,142419591,Don,,78749,30.21697,-97.88694,Entire home/apt,,1,0,,,2,0,0,
27729695,Condo in Austin · ★4.95 · 2 bedrooms · 4 beds · 1 bath,71620531,Matt,,78703,30.28738,-97.76576,Entire home/apt,200,3,77,2023-11-15,1.21,1,148,9,
28124646,Bungalow in Austin · ★4.96 · 2 bedrooms · 2 beds · 2 baths,48801491,Jared,,78705,30.29719,-97.74376,Entire home/apt,,2,182,2023-01-08,2.85,1,0,3,
28312838,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,22407898,Jennalei,,78731,30.30907,-97.75262,Entire home/apt,49,4,1,2019-03-01,0.02,1,0,0,
28335164,Guesthouse in Austin · ★4.98 · 1 bedroom · 1 bed · 1 bath,11937725,Sara,,78751,30.30158,-97.73169,Entire home/apt,171,2,63,2023-11-05,0.99,1,167,6,
27730184,Home in Austin · ★4.90 · 1 bedroom · 2 beds · 1 bath,32535697,Chet,,78703,30.27788,-97.75324,Entire home/apt,225,2,20,2023-11-05,0.35,7,78,14,
27730819,Home in Austin · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,32535697,Chet,,78703,30.27972,-97.75286,Entire home/apt,225,2,10,2021-09-05,0.33,7,16,0,
27731593,Rental unit in Austin · ★4.88 · 1 bedroom · 1 bed · 1 private bath,54108935,Priya,,78726,30.408,-97.85,Private room,,1,8,2018-09-29,0.12,1,0,0,
28125453,Home in Austin · 2 bedrooms · 2 beds · 1 bath,85353114,Dana,,78702,30.25316,-97.71139,Entire home/apt,200,10,2,2023-07-01,0.03,1,177,1,
27731700,Rental unit in Austin · ★4.42 · 2 bedrooms · 2 beds · 2 baths,46808694,Rudresh,,78749,30.23068,-97.83902,Entire home/apt,,1,12,2018-10-18,0.19,1,0,0,
28134824,Home in Austin · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,191746184,Stacey,,78748,30.17911,-97.82243,Private room,63,2,62,2023-11-29,0.97,2,86,15,
28134885,Home in Austin · ★4.97 · 1 bedroom · 1 bed · 1 private bath,59503458,Antonio,,78746,30.27069,-97.80833,Private room,99,1,107,2023-11-16,1.70,2,0,28,
27733627,Home in Austin · ★4.89 · 4 bedrooms · 3 beds · 3 baths,19769755,Ryan,,78749,30.22144,-97.87319,Entire home/apt,250,2,9,2023-10-10,0.14,1,5,2,
28335638,Rental unit in Austin · ★4.75 · 1 bedroom · 1 bed · 1 private bath,139894023,William,,78705,30.2912,-97.75025,Private room,,1,4,2018-10-21,0.06,1,0,0,
27740946,Rental unit in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,62452811,Aiko,,78741,30.23518,-97.7314,Entire home/apt,,1,4,2018-10-08,0.06,3,0,0,
28150235,Guest suite in Austin · ★4.90 · 1 bedroom · 2 beds · 1 bath,213016273,Darrell,,78704,30.2412,-97.75367,Entire home/apt,,30,80,2022-03-27,1.24,1,0,0,
28830910,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,29133709,Stephanie,,78702,30.27634,-97.70624,Entire home/apt,150,1,52,2019-11-03,0.82,1,0,0,
28155148,Home in Austin · 2 bedrooms · 2 beds · 1 bath,96074956,Andy,,78741,30.22566,-97.73728,Entire home/apt,,28,1,2022-10-31,0.07,1,0,0,
28337089,Rental unit in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,20238484,Raeanne,,78704,30.24804,-97.77634,Entire home/apt,,2,3,2021-11-28,0.05,1,0,0,
28837617,Home in Austin · 3 bedrooms · 9 beds · 2 baths,209302011,Andrea,,78724,30.27327,-97.63308,Entire home/apt,150,30,0,,,1,0,0,
28340049,Townhouse in Austin · ★4.81 · 2 bedrooms · 3 beds · 1 bath,92644972,Bryan,,78704,30.22654,-97.75269,Entire home/apt,,2,211,2021-09-20,3.29,5,0,0,
28838357,Guest suite in Austin · ★4.71 · 1 bedroom · 1 bed · 1 private bath,217462320,Adam,,78705,30.29536,-97.7228,Private room,,1,7,2019-04-13,0.11,1,0,0,
28340590,Condo in Austin · ★4.98 · 2 bedrooms · 4 beds · 1.5 baths,4143229,Brent,,78704,30.26156,-97.77389,Entire home/apt,125,2,40,2023-11-12,2.72,1,167,34,
28343735,Home in Austin · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,739362,Barbara,,78745,30.19739,-97.77892,Private room,,2,44,2023-11-13,0.70,5,0,15,
28157437,Rental unit in Austin · ★4.63 · 1 bedroom · 2 beds · 1 bath,184727498,Steven,,78744,30.17398,-97.77792,Entire home/apt,,1,8,2018-11-04,0.12,1,0,0,
28160371,Home in Austin · ★4.94 · 4 bedrooms · 8 beds · 3.5 baths,30225950,Eastside Villas,,78702,30.27309,-97.72669,Entire home/apt,328,2,149,2023-11-25,2.35,30,0,21,
28844396,Bungalow in Austin · ★4.95 · 3 bedrooms · 4 beds · 1 bath,4655291,Marisa,,78702,30.28031,-97.70331,Entire home/apt,272,2,80,2023-11-18,1.38,1,136,3,
28355549,Home in Austin · ★4.92 · 3 bedrooms · 3 beds · 2 baths,20951631,Jenelle,,78734,30.38931,-97.96682,Entire home/apt,295,3,95,2023-10-30,1.75,1,72,15,
28853517,Home in Austin · ★4.71 · 2 bedrooms · 2 beds · 1 bath,215438428,Megan,,78722,30.2899,-97.72008,Entire home/apt,,1,24,2019-10-14,0.38,3,0,0,
28362968,Townhouse in Austin · ★4.89 · 4 bedrooms · 11 beds · 3 baths,814883,Kristen,,78702,30.26291856074006,-97.72910739722013,Entire home/apt,380,1,74,2023-11-24,1.28,13,267,7,
28162919,Home in Austin · ★4.97 · 2 bedrooms · 3 beds · 1 bath,171130468,Daniel,,78702,30.25416,-97.72327,Entire home/apt,176,2,202,2023-11-06,3.22,2,41,19,
28163068,Home in Austin · ★4.93 · 4 bedrooms · 6 beds · 3 baths,66102699,Rimpi And Gagan,,78702,30.25604,-97.73126,Entire home/apt,446,3,44,2019-07-28,0.69,5,135,0,
28854237,Home in Austin · ★4.84 · 2 bedrooms · 1 bed · 1 bath,215438428,Megan,,78722,30.29019,-97.72214,Entire home/apt,,1,51,2019-10-14,0.81,3,0,0,
28366970,Home in Austin · ★4.92 · 3 bedrooms · 5 beds · 2 baths,210773550,Michelle,,78704,30.25406,-97.7855,Entire home/apt,224,2,64,2023-11-24,1.24,1,232,20,
28856423,Townhouse in Austin · 2 bedrooms · 5 beds · 2 baths,39649426,Janet,,78746,30.30309,-97.79628,Entire home/apt,,2,0,,,1,0,0,
28379054,Guest suite in Austin · ★4.97 · 1 bedroom · 2 beds · 1 bath,44703575,Korynn,,78753,30.38305,-97.67157,Entire home/apt,70,2,290,2023-11-26,4.60,1,142,46,
28857920,Guesthouse in Austin · ★5.0 · 2 bedrooms · 2 beds · 1 bath,35501114,Denise,,78737,30.1846656,-97.95515569999999,Entire home/apt,232,1,11,2023-11-12,0.81,1,360,8,
28382583,Townhouse in Austin · ★4.33 · 2 bedrooms · 2 beds · 1.5 shared baths,48919544,Nancy,,78704,30.24672,-97.7837,Private room,88,2,3,2020-01-03,0.06,1,0,0,
28179655,Home in Austin · ★4.84 · 3 bedrooms · 3 beds · 2 baths,124060715,Evolve,,78734,30.37961,-97.91693,Entire home/apt,173,2,74,2023-11-02,1.17,42,350,15,
28868568,Home in Austin · 3 bedrooms · 5 beds · 1 bath,83794194,Lauren,,78704,30.23539,-97.74738,Entire home/apt,,1,0,,,2,0,0,
28868762,Guesthouse in Austin · ★4.98 · Studio · 1 bed · 1 bath,5110376,Jane,,78704,30.25697,-97.77432,Entire home/apt,94,2,104,2023-12-01,1.65,1,51,13,
28182587,Townhouse in Austin · ★4.93 · 5 bedrooms · 13 beds · 3.5 baths,814883,Kristen,,78702,30.263492284647445,-97.7308634436576,Entire home/apt,576,1,116,2023-11-16,2.02,13,245,17,
28382656,Home in Austin · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,214278550,Karla,,78748,30.14733,-97.8119,Private room,40,1,14,2019-03-18,0.22,1,0,0,
28870119,Rental unit in Austin · 2 bedrooms · 2 beds · 1 bath,29459533,Chantel & Giuseppe,,78703,30.27942,-97.75457,Entire home/apt,,2,1,2018-10-14,0.02,1,0,0,
28387752,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 private bath,560975,Brian,,78702,30.2643,-97.71317,Private room,76,2,118,2023-12-10,1.85,1,13,58,
28184779,Townhouse in Austin · ★4.94 · 4 bedrooms · 11 beds · 3 baths,814883,Kristen,,78702,30.264949841210527,-97.73008694112016,Entire home/apt,365,1,78,2023-11-22,1.37,13,263,15,
28186768,Home in Austin · ★4.83 · 3 bedrooms · 2 beds · 2 baths,26601485,Erica,,78724,30.28106,-97.62934,Entire home/apt,,1,6,2019-05-05,0.09,2,0,0,
28885108,Home in Austin · ★4.93 · 3 bedrooms · 3 beds · 2 baths,39024537,John,,78734,30.41716,-97.94024,Entire home/apt,634,2,125,2023-09-03,2.00,1,44,6,
28408030,Condo in Austin · ★4.97 · 2 bedrooms · 2 beds · 2 baths,35667802,Will,,78702,30.25968,-97.72413,Entire home/apt,136,1,126,2023-12-08,4.21,1,0,44,
28894832,Townhouse in Austin · ★4.42 · 2 bedrooms · 3 beds · 2.5 baths,195270844,Vince,,78750,30.43442,-97.77826,Entire home/apt,129,2,53,2023-06-05,0.84,4,12,2,
28897994,Condo in Austin · ★4.87 · 1 bedroom · 2 beds · 1 bath,14520870,Helen,,78702,30.26046,-97.72414,Entire home/apt,108,1,275,2023-12-01,4.38,2,0,58,
28898451,Condo in Austin · ★4.87 · 1 bedroom · 2 beds · 1 bath,14520870,Helen,,78702,30.26046,-97.72414,Entire home/apt,107,1,208,2023-11-12,3.30,2,0,49,
28908735,Home in Austin · ★4.84 · 1 bedroom · 1 bed · 1.5 shared baths,160113451,Andrew,,78747,30.14267,-97.76409,Private room,36,30,19,2022-12-14,0.30,3,87,0,
28411541,Guesthouse in Austin · ★4.96 · Studio · 1 bed · 1 bath,31084496,Jacob,,78723,30.3091,-97.6988,Entire home/apt,119,2,156,2023-10-22,2.45,1,352,11,
28203066,Rental unit in Austin · Studio · 1 bed · 1 bath,66354719,Rebecca,,78703,30.28164,-97.7728,Entire home/apt,,2,1,2018-10-15,0.02,1,0,0,
28909212,Home in Austin · ★4.95 · 2 bedrooms · 2 beds · 1 bath,2655027,Lisa,,78702,30.27437,-97.72882,Entire home/apt,107,2,321,2023-12-05,5.11,2,119,56,
28912434,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,171166470,Mark,,78703,30.27616,-97.755,Entire home/apt,825,3,6,2022-10-24,0.12,2,362,0,
28428513,Townhouse in Austin · 3 bedrooms · 3 beds · 2.5 baths,872784,Mark,,78741,30.23493,-97.6956,Entire home/apt,350,3,0,,,1,87,0,
28912786,Home in Austin · ★4.33 · 1 bedroom · 2 beds · 1 bath,102627269,Nicolette,,78741,30.23899,-97.73341,Entire home/apt,,1,3,2018-10-21,0.05,1,0,0,
28440340,Home in Austin · 4 bedrooms · 4 beds · 3 baths,214701844,Chauncey,,78746,30.29192,-97.84187,Entire home/apt,,1,2,2018-11-25,0.03,1,0,0,
28217020,Guesthouse in Austin · ★4.73 · 1 bedroom · 1 bed · 1 bath,5244823,Ruth,,78751,30.3105,-97.72196,Entire home/apt,73,30,11,2023-06-17,0.18,1,105,3,
28913923,Condo in Austin · ★4.93 · 2 bedrooms · 2 beds · 2 baths,217948402,Cameron,,78703,30.27416,-97.75921,Entire home/apt,350,2,14,2023-10-23,0.22,1,0,1,
28441778,Condo in Austin · ★4.90 · 1 bedroom · 1 bed · 1 bath,4437377,Tina,,78704,30.25443,-97.75123,Entire home/apt,70,29,92,2021-06-06,1.45,1,0,0,
28916603,Home in Austin · ★4.88 · 1 bedroom · 2 beds · 1 shared bath,216471792,Astrid,,78744,30.19267,-97.70139,Private room,40,3,25,2022-01-08,0.40,1,45,0,
28443182,Condo in Austin · ★4.85 · 1 bedroom · 1 bed · 1 bath,11697746,One Fine BnB,,78701,30.27868,-97.74868,Entire home/apt,83,1,186,2023-11-26,2.92,17,343,34,
28921050,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,1893221,Erica,,78754,30.33882,-97.64817,Private room,64,1,14,2023-10-22,0.51,3,90,5,
28932789,Home in Austin · ★4.76 · 1 bedroom · 1 bed · 1 private bath,138985713,Greg,,78702,30.26308,-97.71498,Private room,66,2,110,2023-11-26,1.74,1,0,21,
28458297,Guesthouse in Austin · ★4.99 · 1 bedroom · 1 bed · 1 bath,214823577,Brian,,78703,30.27884,-97.77223,Entire home/apt,203,4,193,2023-11-06,3.05,1,180,10,
28461568,Rental unit in Austin · ★4.80 · 1 bedroom · 1 bed · 1 bath,24404560,Rachel,,78741,30.23909,-97.72989,Entire home/apt,,2,15,2020-02-23,0.24,1,0,0,
28463300,Home in Austin · ★4.87 · 2 bedrooms · 2 beds · 1 bath,124133947,Christen,,78702,30.27581,-97.70711,Entire home/apt,132,2,134,2023-11-26,2.13,1,25,31,
28245181,Rental unit in Austin · ★4.93 · 1 bedroom · 1 bed · 1 bath,40651878,Hannah,,78704,30.25332,-97.76742,Entire home/apt,,29,14,2019-09-30,0.22,1,0,0,
28937455,Rental unit in Austin · 1 bedroom · 1 bed · 1 shared bath,169771899,Gerin,,78741,30.23406,-97.71226,Private room,,1,1,2018-10-07,0.02,1,0,0,
28463789,Townhouse in Austin · ★5.0 · 15 bedrooms · 39 beds · 10.5 baths,814883,Kristen,,78702,30.26481,-97.72891,Entire home/apt,1685,1,7,2023-03-29,0.17,13,207,1,
