id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5456,Guesthouse in Austin · ★4.84 · 1 bedroom · 2 beds · 1 bath,8028,Sylvia,,78702,30.26057,-97.73441,Entire home/apt,101,2,668,2023-11-20,3.71,1,330,47,
5769,Home in Austin · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,8186,Elizabeth,,78729,30.45697,-97.78422,Private room,,1,294,2023-12-07,1.76,1,0,20,
218402,Home in Austin · ★4.74 · 1 bedroom · 1 bed · 1 private bath,1129520,Paulette,,78754,30.36145,-97.64397,Private room,30,28,29,2023-09-24,0.20,1,252,2,
6413,Guesthouse in Austin · ★4.97 · Studio · 1 bed · 1 bath,13879,Todd,,78704,30.24885,-97.73587,Entire home/apt,,30,120,2022-10-17,0.70,1,0,0,
6448,Guesthouse in Austin · ★4.97 · 1 bedroom · 2 beds · 1 bath,14156,Amy,,78704,30.26034,-97.76487,Entire home/apt,159,3,312,2023-12-04,2.09,1,160,21,
219168,Rental unit in Austin · ★4.88 · Studio · 1 bed · 1 bath,1134580,Kalu,,78704,30.24519,-97.74486,Entire home/apt,,2,8,2016-10-09,0.06,1,0,0,
8502,Guest suite in Austin · ★4.56 · 1 bedroom · 1 bed · 1 bath,25298,Karen,,78741,30.23466,-97.73682,Entire home/apt,48,4,51,2023-05-16,0.30,1,75,3,
222986,Home in Austin · ★4.96 · 3 bedrooms · 3 beds · 2 baths,1157982,Lyon,,78702,30.25753,-97.7313,Entire home/apt,500,20,53,2017-10-01,0.36,5,255,0,
13035,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 2 baths,50793,Molly,,78702,30.26098,-97.73072,Entire home/apt,123,30,18,2023-06-19,0.12,2,201,1,
224603,Guesthouse in Austin · ★4.94 · Studio · 1 bed · 1 bath,1169129,David And Kristy,,78751,30.30732,-97.72782,Entire home/apt,110,60,116,2023-12-10,0.78,4,183,2,
18258,Bungalow in Austin · ★5.0 · 3 bedrooms · 2 beds · 2 baths,39458,Billy,,78745,30.19756,-97.78754,Entire home/apt,100,3,20,2023-11-22,1.44,1,0,18,
227372,Home in Austin · ★4.90 · 3 bedrooms · 5 beds · 2.5 baths,51183342,Hunter,,78704,30.247942,-97.749763,Entire home/apt,302,1,276,2023-12-10,1.93,8,0,33,
22828,Guesthouse in Austin · ★4.94 · 1 bedroom · 1 bed · 1 bath,56488,David,,78741,30.23614,-97.73225,Entire home/apt,58,30,51,2023-08-15,0.30,1,281,1,
233930,Home in Austin · ★4.93 · 2 bedrooms · 2 beds · 1 bath,578211,Pete,,78751,30.30289,-97.72961,Entire home/apt,114,20,106,2023-11-24,0.73,10,282,8,
22982,Guesthouse in Austin · ★4.91 · 2 bedrooms · 2 beds · 1 bath,89031,Gina,,78703,30.28074,-97.75381,Entire home/apt,250,30,168,2023-10-23,1.00,1,269,3,
238657,Home in Austin · ★4.96 · 2 bedrooms · 2 beds · 1 bath,1250939,Kerry,,78704,30.252,-97.75628,Entire home/apt,135,1,215,2023-12-04,2.09,4,232,35,
40285,Home in Austin · ★4.92 · 2 bedrooms · 2 beds · 2 baths,170787,Robbie,,78731,30.35123,-97.76207,Entire home/apt,450,2,40,2023-10-23,0.26,1,245,3,
240541,Guesthouse in Austin · ★4.61 · 1 bedroom · 1 bed · 1 bath,1246229,Elizabeth,,78702,30.25424,-97.72587,Entire home/apt,41,1,807,2023-12-06,5.61,3,29,108,
47572,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,215917,Belinda,,78758,30.37783,-97.70749,Private room,43,30,9,2023-11-02,0.16,1,276,2,
248515,Home in Austin · ★4.82 · 2 bedrooms · 2 beds · 1 bath,1208485,Caitlin,,78702,30.25572,-97.72874,Entire home/apt,123,2,198,2023-11-26,1.38,2,75,33,
50318,Condo in Austin · ★4.88 · 2 bedrooms · 3 beds · 1 bath,12409,Flip,,78705,30.28588,-97.75145,Entire home/apt,100,30,34,2023-07-18,0.21,2,365,2,
252804,Home in Austin · ★4.67 · 3 bedrooms · 3 beds · 1.5 baths,1327500,Brooks,,78704,30.23254,-97.75479,Entire home/apt,,30,91,2021-09-24,0.62,1,0,0,
367356,Cottage in Austin · ★4.76 · 2 bedrooms · 3 beds · 1 bath,1488733,Vacasa Texas,,78751,30.3065,-97.72278,Entire home/apt,143,1,181,2023-11-24,1.27,15,362,2,
367789,Home in Austin · 4 bedrooms · 6 beds · 4.5 baths,1856695,John,,78703,30.30549,-97.77147,Entire home/apt,,4,1,2014-03-17,0.01,1,0,0,
57187,Guesthouse in Austin · ★4.92 · 1 bedroom · 3 beds · 1 bath,272156,Lois,,78704,30.25756,-97.76995,Entire home/apt,90,1,1016,2023-12-07,6.44,2,346,76,
368057,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,1858184,Carlos,,78723,30.29608,-97.70658,Entire home/apt,,72,15,2021-08-08,0.11,1,0,0,
369090,Rental unit in Austin · 2 bedrooms · 1 bed · 1 bath,1861886,Sarah,,78704,30.25858,-97.75181,Entire home/apt,,1,0,,,1,0,0,
254232,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 2 baths,1335409,Eric,,78703,30.278654098510742,-97.75550842285156,Entire home/apt,550,7,9,2023-11-09,0.06,2,290,3,
69303,Condo in Austin · ★4.96 · 1 bedroom · 2 beds · 1.5 baths,272156,Lois,,78704,30.26146,-97.77276,Entire home/apt,143,1,232,2023-11-19,1.51,2,321,28,
271052,Condo in Austin · ★4.90 · 2 bedrooms · 2 beds · 2 baths,1418696,Kelsey,,78704,30.25367,-97.77253,Entire home/apt,150,3,52,2023-11-25,0.36,1,332,8,
69810,Guesthouse in Austin · ★4.98 · 1 bedroom · 1 bed · 1 bath,82762,Dolina,,78704,30.2309,-97.76619,Entire home/apt,,2,445,2022-03-08,2.86,1,0,0,
277028,Home in Austin · ★4.69 · 5 bedrooms · 13 beds · 2 baths,746455,Michael,,78703,30.28332,-97.76272,Entire home/apt,175,1,118,2023-12-03,0.81,5,251,6,
381240,Townhouse in Austin · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,1887493,Sobena,,78704,30.2538,-97.74359,Entire home/apt,403,4,13,2023-11-05,0.10,1,130,4,
383603,Home in Austin · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,1901242,Leslie,,78702,30.25772,-97.7252,Private room,76,6,117,2023-11-10,0.82,1,89,8,
70367,Rental unit in Austin · ★4.94 · 1 bedroom · 1 bed · 1 bath,10983,Lynn,,78731,30.37403,-97.76096,Entire home/apt,50,30,18,2013-06-01,0.12,1,58,0,
406911,Guest suite in Austin · ★4.95 · 1 bedroom · 1 bed · 1 bath,1652515,Cynthia,,78704,30.25909,-97.756,Entire home/apt,179,1,441,2023-12-11,3.24,1,335,32,
412290,Rental unit in Austin · ★4.67 · 1 bedroom · 2 beds · 1.5 baths,1726978,Benjamin,,78704,30.23899,-97.7522,Private room,,3,51,2015-05-19,0.38,2,0,0,
281182,Home in Austin · ★4.91 · 3 bedrooms · 3 beds · 2.5 baths,1465788,Michelle,,78702,30.28032,-97.70708,Entire home/apt,350,2,54,2023-10-29,0.38,1,165,3,
282342,Rental unit in Austin · ★4.77 · 3 bedrooms · 3 beds · 2.5 baths,1471597,Teresa,,78758,30.36774,-97.7078,Entire home/apt,86,30,31,2023-10-13,0.21,1,4,1,
70812,Guesthouse in Austin · ★4.89 · 1 bedroom · 3 beds · 1 bath,268988,Stephanie,,78704,30.24648,-97.74913,Entire home/apt,165,2,181,2023-12-03,1.17,1,87,7,
295275,Home in Austin · ★4.86 · 3 bedrooms · 3 beds · 2 baths,1282837,Joseph,,78745,30.19037,-97.79003,Entire home/apt,191,30,67,2023-11-05,0.47,2,136,3,
424279,Condo in Austin · ★4.90 · 2 bedrooms · 3 beds · 2 baths,1275188,Susie & Eoin,,78704,30.241,-97.75371,Entire home/apt,203,30,28,2023-12-01,0.21,1,0,1,
72833,Guesthouse in Austin · ★4.91 · 1 bedroom · 1 bed · 1 bath,378744,Ellen And Andy,,78731,30.313,-97.75066,Entire home/apt,,3,413,2023-03-26,2.66,1,0,3,
430683,Home in Austin · 3 bedrooms · 3 beds · 2 baths,2141281,Melanie,,78731,30.33875,-97.76135,Entire home/apt,695,31,2,2016-05-30,0.01,4,159,0,
433996,Loft in Austin · ★4.82 · 1 bedroom · 1 bed · 2 baths,2157243,Sean,,78704,30.26139,-97.77566,Entire home/apt,102,2,292,2023-12-03,2.08,7,248,20,
300574,Guesthouse in Austin · ★4.89 · 1 bedroom · 3 beds · 1 bath,167892,Veronica,,78704,30.25508,-97.75767,Entire home/apt,138,2,463,2023-12-05,3.22,1,342,35,
73005,Townhouse in Austin · ★4.89 · 2 bedrooms · 4 beds · 2.5 baths,128514,Vivian,,78727,30.41419,-97.73183,Entire home/apt,297,4,44,2023-01-04,0.28,1,153,1,
73289,Rental unit in Austin · ★4.88 · 2 bedrooms · 2 beds · 2 baths,382510,Christina,,78705,30.29016,-97.74478,Entire home/apt,111,30,60,2023-04-21,0.39,2,80,2,
304808,Home in Austin · ★4.83 · 1 bedroom · 1 bed · 1 private bath,1566930,Chris,,78702,30.2733,-97.7269,Private room,68,2,373,2023-11-27,2.57,1,319,25,
304866,Guesthouse in Austin · ★4.82 · 1 bedroom · 2 beds · 1 bath,1568741,Jim O',,78745,30.20943,-97.77117,Entire home/apt,85,3,182,2023-11-26,1.26,16,362,8,
435211,Rental unit in Austin · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,1644218,Cecily,,78701,30.27241,-97.74894,Private room,,2,164,2020-02-15,1.16,2,0,0,
442720,Home in Austin · ★4.81 · 4 bedrooms · 5 beds · 3 baths,2200336,Gretchen,,78746,30.29948,-97.79728,Entire home/apt,354,3,105,2023-10-23,0.75,1,26,3,
74318,Home in Austin · ★4.82 · 1 bedroom · 1 bed · 1 bath,387918,Amy & Justin,,78704,30.24473,-97.77923,Entire home/apt,118,2,250,2023-11-22,1.61,2,361,1,
461404,Bungalow in Austin · ★4.77 · 2 bedrooms · 3 beds · 1 bath,1021729,Nita,,78756,30.3239,-97.731,Entire home/apt,107,2,94,2023-11-05,0.70,1,337,7,
305392,Home in Austin · ★5.0 · 5 bedrooms · 5 beds · 3 baths,117233,Paige,,78702,30.25688,-97.73244,Entire home/apt,,3,13,2022-03-17,0.10,1,0,0,
75957,Guesthouse in Austin · ★4.97 · 1 bedroom · 2 beds · 1 bath,404260,Kelly,,78703,30.29033,-97.76886,Entire home/apt,129,2,444,2023-11-29,2.86,2,0,29,
315239,Home in Austin · 3 bedrooms · 3 beds · 2 baths,1617870,John,,78745,30.21467,-97.77901,Entire home/apt,600,3,2,2014-03-17,0.02,1,365,0,
463790,Home in Austin · 3 bedrooms · 3 beds · 3 baths,1487463,Al,,78736,30.23945,-97.90395,Entire home/apt,125,30,0,,,1,323,0,
76501,Guest suite in Austin · ★4.96 · 1 bedroom · 2 beds · 1 bath,408534,Kevin And Bob,,78722,30.29192,-97.71939,Entire home/apt,125,2,231,2023-10-29,1.48,1,79,11,
474901,Home in Austin · ★5.0 · 3 bedrooms · 4 beds · 3 baths,2354063,Marit,,78704,30.25174,-97.78213,Entire home/apt,599,2,5,2016-10-10,0.04,1,359,0,
316630,Home in Austin · ★4.89 · 2 bedrooms · 2 beds · 1 bath,1626165,Gretchen,,78704,30.25472,-97.75562,Entire home/apt,,3,9,2015-03-24,0.06,1,0,0,
76911,Home in Austin · ★4.96 · 5 bedrooms · 14 beds · 3 baths,394012,Cole,,78702,30.26945,-97.72491,Entire home/apt,,2,206,2023-10-29,1.95,1,0,13,
319759,Townhouse in Austin · ★4.84 · 5 bedrooms · 9 beds · 3.5 baths,814883,Kristen,,78702,30.26585,-97.73328,Entire home/apt,464,1,323,2023-11-06,2.25,13,0,32,
76925,Home in Austin · ★4.94 · 3 bedrooms · 5 beds · 2 baths,411190,Lynn,,78702,30.25505,-97.72552,Entire home/apt,,2,16,2019-05-27,0.10,1,0,0,
77347,Home in Austin · 1 bedroom · 1 bed · 1 private bath,382265,Leslie,,78733,30.33877,-97.882,Private room,104,2,0,,,1,365,0,
319887,Home in Austin · 2 bedrooms · 3 beds · 1 bath,1640158,Jeremy,,78702,30.25328,-97.72968,Entire home/apt,,4,2,2015-03-18,0.02,1,0,0,
319894,Home in Austin · ★4.85 · 3 bedrooms · 3 beds · 2.5 baths,1640172,Gary,,78724,30.28354,-97.64966,Entire home/apt,163,2,204,2023-11-19,1.43,2,234,26,
77639,Home in Austin · ★4.68 · 2 bedrooms · 2 beds · 1 bath,416628,Carlos,,78704,30.25023,-97.77985,Entire home/apt,179,2,56,2023-06-21,0.50,1,0,8,
322834,Home in Austin · ★4.80 · 3 bedrooms · 5 beds · 2 baths,3797734,Leslie And Dylan,,78702,30.26849,-97.71874,Entire home/apt,,4,47,2018-03-25,0.33,1,0,0,
479197,Condo in Austin · ★4.94 · 1 bedroom · 1 bed · 1 private bath,1918269,Amanda,,78704,30.258,-97.75195,Private room,60,30,33,2023-05-12,0.24,3,283,2,
78035,Home in Austin · ★4.99 · 4 bedrooms · 4 beds · 3 baths,419192,Keith And Shannon,,78704,30.25659,-97.76772,Entire home/apt,750,4,91,2022-10-17,1.10,2,113,0,
485360,Condo in Austin · ★4.96 · Studio · 1 bed · 1 bath,2402591,Jane,,78702,30.26778,-97.72849,Entire home/apt,149,4,149,2023-10-30,1.40,1,63,15,
323733,Condo in Austin · ★4.85 · 2 bedrooms · 2 beds · 1 bath,1654178,Erik,,78701,30.26843,-97.74548,Entire home/apt,,1,360,2019-10-25,2.52,1,0,0,
78127,Home in Austin · ★4.20 · 5 bedrooms · 4 beds · 1 bath,419707,Julia,,78701,30.27672,-97.74799,Entire home/apt,,1,6,2019-05-26,0.04,3,0,0,
324480,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,1660476,Mark,,78705,30.29905,-97.73881,Entire home/apt,99,30,1,2022-09-20,0.07,2,364,0,
78422,Home in Austin · ★4.87 · 3 bedrooms · 4 beds · 1 bath,421002,E. Dixie,,78702,30.27443,-97.71135,Entire home/apt,76,4,23,2023-11-07,0.15,1,92,15,
501861,Guesthouse in Austin · ★4.97 · 2 bedrooms · 2 beds · 1 bath,2476440,Michelle,,78704,30.253061,-97.745712,Entire home/apt,302,2,116,2023-12-05,1.34,3,333,32,
78731,Home in Austin · ★4.98 · 1 bedroom · 1 bed · 1 private bath,423131,Robin,,78702,30.27011,-97.72693,Private room,129,3,228,2023-10-31,1.59,1,60,13,
78884,Rental unit in Austin · ★4.78 · Studio · 2 beds · 1 bath,2157243,Sean,,78704,30.26126,-97.77358,Entire home/apt,101,2,199,2023-10-16,1.28,7,260,12,
325889,Home in Austin · ★4.76 · 5 bedrooms · 6 beds · 2 baths,1666874,Brian,,78704,30.24583,-97.75472,Entire home/apt,399,3,94,2023-11-05,0.66,1,338,13,
79100,Guesthouse in Austin · ★4.97 · 1 bedroom · 1 bed · 1 bath,425706,Robert,,78723,30.30933,-97.6952,Entire home/apt,105,29,38,2023-05-10,0.29,4,72,1,
329172,Home in Austin · ★5.0 · 3 bedrooms · 3 beds · 2 baths,1680871,Janet,,78746,30.30085,-97.80794,Entire home/apt,495,3,7,2022-08-07,0.05,1,344,0,
79603,Bungalow in Austin · ★4.81 · 2 bedrooms · 2 beds · 1 bath,428883,Beau,,78704,30.24948,-97.75896,Entire home/apt,190,2,140,2022-12-31,0.90,1,43,1,
79768,Bungalow in Austin · ★4.71 · 3 bedrooms · 3 beds · 1 bath,430091,Shawn,,78702,30.26035,-97.73253,Entire home/apt,,4,34,2019-03-11,0.23,2,0,0,
329306,Home in Austin · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,880571,Angel,,78702,30.27232,-97.72579,Private room,64,2,618,2023-11-28,4.32,5,72,51,
82033,Home in Austin · ★4.25 · 3 bedrooms · 4 beds · 2 baths,445746,Kimberly,,78723,30.30393,-97.68872,Entire home/apt,300,2,4,2021-05-30,0.06,1,179,0,
331549,Place to stay in Austin · 1 bedroom · 1 bed · 1 bath,1690383,Sandra,,78725,30.23911,-97.58625,Private room,100,2,0,,,1,0,0,
83643,Home in Austin · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,456230,Michele,,78752,30.32395,-97.71851,Private room,52,2,283,2023-11-25,1.90,1,315,31,
510168,Home in Austin · ★4.93 · 3 bedrooms · 7 beds · 2 baths,793021,Steve,,78733,30.34253,-97.8616,Entire home/apt,325,2,124,2023-11-26,1.13,1,350,10,
84771,Condo in Austin · ★4.67 · 2 bedrooms · 1 bed · 1 bath,321037,Lucien,,78705,30.29386,-97.74188,Entire home/apt,,2,12,2018-01-01,0.16,2,0,0,
333442,Home in Austin · ★4.84 · 5 bedrooms · 5 beds · 3 baths,1698318,Virginia,,78703,30.31267,-97.76641,Entire home/apt,246,3,175,2023-09-18,1.29,1,279,13,
89475,Home in Austin · ★4.86 · 4 bedrooms · 5 beds · 2 baths,487072,Greg & Amanda,,78757,30.35681,-97.72618,Entire home/apt,360,45,121,2023-11-19,0.88,11,311,5,
333815,Home in Austin · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,372962,Kim,,78704,30.25381,-97.75262,Private room,102,1,175,2023-11-04,1.23,1,95,11,
517378,Rental unit in Austin · 2 bedrooms · 2 beds · 2 baths,2546917,Clint,,78745,30.20976,-97.81729,Entire home/apt,,1,0,,,1,0,0,
90898,Home in Austin · ★4.73 · 2 bedrooms · 3 beds · 1 bath,236847,Lester,,78704,30.24498,-97.74935,Entire home/apt,174,1,113,2023-03-14,0.74,2,356,1,
517430,Rental unit in Austin · ★4.99 · 1 bedroom · 2 beds · 1 bath,2546775,Rice,,78705,30.29961,-97.73449,Entire home/apt,130,2,186,2023-10-22,1.50,1,100,23,
334616,Condo in Austin · 2 bedrooms · 2 beds · 1 bath,608539,D,,78741,30.24481,-97.72379,Entire home/apt,,1,2,2013-03-17,0.01,1,0,0,
90957,Home in Austin · ★4.63 · 1 bedroom · 2 beds · 1 shared bath,236847,Lester,,78704,30.24574,-97.74828,Private room,84,1,7,2023-04-28,0.05,2,0,2,
104099,Guest suite in Austin · ★4.81 · 1 bedroom · 2 beds · 1 bath,213651,Daniel,,78704,30.254535068933667,-97.77675650778289,Entire home/apt,94,1,291,2023-11-26,1.96,2,3,61,
335231,Home in Austin · 2 bedrooms · 2 beds · 1 bath,1665428,Krista,,78704,30.23841,-97.74402,Entire home/apt,95,28,1,2012-03-15,0.01,1,30,0,
522136,Rental unit in Austin · ★4.96 · 1 bedroom · 2 beds · 1 bath,2567934,Alexis,,78701,30.27936,-97.74362,Entire home/apt,115,3,506,2023-11-20,3.61,1,123,34,
104386,Home in Austin Texas · ★4.97 · 2 bedrooms · 3 beds · 1 bath,543367,Mary,,78704,30.24111,-97.76316,Entire home/apt,150,31,140,2023-11-16,0.91,2,337,2,
335945,Home in Austin · ★4.58 · 2 bedrooms · 2 beds · 2 baths,1555683,Patrick,,78741,30.24026,-97.73338,Entire home/apt,90,30,33,2023-10-23,0.23,1,178,1,
104394,Bed and breakfast in Austin · ★4.64 · 1 bedroom · 1 bed · 1.5 baths,543424,Jill,,78745,30.20276,-97.82506,Private room,57,7,78,2023-11-25,0.51,1,89,4,
337125,Home in Austin · ★4.79 · 1 bedroom · 2 beds,261883,Carolyn,,78759,30.42035,-97.76685,Private room,80,32,33,2015-10-06,0.23,1,83,0,
340045,Loft in Austin · 1 bedroom · 1 bed · 1.5 baths,1725752,Shanti,,78746,30.25937,-97.79249,Entire home/apt,400,1,1,2021-12-30,0.04,1,0,0,
525231,Guesthouse in Austin · ★4.89 · 2 bedrooms · 2 beds · 1 bath,2507231,Kris,,78757,30.34024,-97.73739,Entire home/apt,141,2,120,2023-11-21,0.87,1,162,13,
528338,Rental unit in Austin · ★4.90 · 1 bedroom · 2 beds · 1 bath,2595932,Amber,,78704,30.2619,-97.76328,Entire home/apt,99,3,536,2023-11-19,3.83,2,11,27,
109005,Townhouse in Austin · ★4.94 · 2 bedrooms · 2 beds · 1 bath,552705,"Amanda (Marz, Nickname)",,78703,30.282673315905875,-97.76861987810229,Entire home/apt,79,1,17,2023-11-05,0.18,1,41,3,
530483,Home in Austin · ★4.54 · 2 bedrooms · 2 beds · 2 baths,359112,Sara,,78722,30.29288,-97.71964,Entire home/apt,325,28,14,2022-12-03,0.10,1,83,0,
340630,Home in Austin · ★4.71 · 2 bedrooms · 2 beds · 1 bath,531267,Shelley,,78757,30.33061,-97.72531,Entire home/apt,50,30,24,2023-10-31,0.17,3,64,2,
113779,Bungalow in Austin · ★4.87 · 1 bedroom · 1 bed · 1 bath,578211,Pete,,78751,30.302697072020656,-97.72945057695215,Entire home/apt,120,20,103,2023-12-03,0.71,10,329,7,
341382,Home in Austin · ★4.72 · 4 bedrooms · 6 beds · 2 baths,1205884,Luke And Rachel,,78702,30.26543,-97.71338,Entire home/apt,,4,124,2019-03-17,0.87,1,0,0,
116014,Home in Austin · 3 bedrooms · 3 beds · 1 bath,419707,Julia,,78701,30.27521,-97.74793,Entire home/apt,,1,2,2019-04-14,0.01,3,0,0,
128326,Home in Austin · ★4.94 · 3 bedrooms · 5 beds · 2 baths,634580,Morrie And Rachel,,78736,30.24309,-98.0028,Entire home/apt,257,3,90,2023-10-16,0.60,1,336,7,
540377,Home in Austin · ★5.0 · 3 bedrooms · 4 beds · 2 baths,989596,John,,78704,30.24852,-97.74502,Entire home/apt,,3,7,2020-03-21,0.05,2,0,0,
140474,Bungalow in Austin · ★4.90 · 2 bedrooms · 3 beds · 1 bath,578211,Pete,,78751,30.302150849943853,-97.73045704342533,Entire home/apt,139,20,90,2023-06-03,0.61,10,350,4,
542124,Home in Austin · ★4.98 · 1 bedroom · 1 bed · 1 private bath,2457470,Sharon,,78702,30.27514,-97.71954,Private room,105,2,58,2023-11-05,0.44,1,338,8,
341530,Bungalow in Austin · ★4.82 · 1 bedroom · 1 bed · 1 bath,740347,Chris,,78704,30.24746,-97.75662,Entire home/apt,200,2,199,2023-10-22,1.41,2,64,4,
140504,Bungalow in Austin · ★4.92 · 1 bedroom · 1 bed · 1 bath,578211,Pete,,78751,30.30397191433578,-97.73037344431609,Entire home/apt,85,20,101,2023-12-14,0.68,10,336,9,
145210,Guesthouse in Austin · ★4.90 · 1 bedroom · 1 bed · 1 bath,475506,Dan,,78705,30.30203,-97.74235,Entire home/apt,129,30,207,2023-10-27,1.54,1,257,1,
341596,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,1733004,Julie,,78704,30.24623,-97.75904,Private room,145,2,98,2023-10-29,0.68,1,131,8,
563735,Home in Austin · 1 bedroom · 1 bed · 1 bath,2771838,Pamela,,78704,30.25289,-97.79371,Private room,55,30,1,2013-10-07,0.01,1,344,0,
158398,Home in Austin · ★4.84 · 4 bedrooms · 4 beds · 3 baths,760426,Lis,,78704,30.25288,-97.78491,Entire home/apt,999,4,19,2023-10-23,0.13,1,174,2,
587572,Condo in Austin · ★4.77 · 1 bedroom · 1 bed · 1 bath,7976770,Andrew,,78704,30.24546,-97.76627,Entire home/apt,100,2,195,2023-11-07,1.42,1,257,4,
342039,Guesthouse in Austin · ★4.92 · 1 bedroom · 1 bed · 1 bath,1735494,Steph And Joey,,78702,30.25158,-97.73147,Entire home/apt,100,1,382,2023-11-26,2.67,2,125,38,
342243,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 private bath,1736662,Teresa,,78759,30.41633,-97.75228,Private room,44,31,4,2023-08-31,0.06,1,343,1,
167459,Home in West Lake Hills · ★4.63 · 4 bedrooms · 4 beds · 3 baths,628942,Marnie,,78746,30.27767,-97.79126,Entire home/apt,800,3,8,2022-02-22,0.05,1,350,0,
343462,Guest suite in Austin · ★4.89 · 1 bedroom · 1 bed · 1 bath,1742984,Rachel,,78721,30.26895,-97.68947,Entire home/apt,99,1,268,2023-10-30,1.87,1,286,14,
343889,Rental unit in Austin · ★4.75 · Studio · 1 bed · 1 bath,1744639,Darcy,,78702,30.27293,-97.72288,Entire home/apt,60,30,36,2023-10-30,0.25,1,178,7,
345221,Rental unit in Austin · ★4.38 · 2 bedrooms · 3 beds · 1 bath,1644218,Cecily,,78701,30.27247,-97.74796,Entire home/apt,,3,8,2019-11-03,0.06,2,0,0,
345473,Home in Austin · ★4.96 · 3 bedrooms · 3 beds · 2 baths,1751224,Whitney,,78704,30.24619,-97.74569,Entire home/apt,229,3,214,2023-12-13,1.63,1,259,50,
592958,Home in Austin · ★4.92 · 3 bedrooms · 4 beds · 2 baths,2927288,Tracy,,78704,30.24373,-97.75394,Entire home/apt,391,2,102,2023-11-27,0.78,1,41,23,
602877,Condo in Austin · ★3.80 · 1 bedroom · 1 bed · 1 bath,1280071,Alexis,,78757,30.35992,-97.7331,Entire home/apt,75,7,5,2023-11-04,0.04,1,364,1,
603084,Home in Austin · ★4.77 · 3 bedrooms · 3 beds · 2 baths,1282837,Joseph,,78745,30.20451,-97.7971,Entire home/apt,191,30,97,2023-09-17,0.72,2,316,4,
174828,Home in Austin · ★4.88 · 4 bedrooms · 4 beds · 2 baths,835236,Jenny,,78752,30.33238,-97.71233,Entire home/apt,375,2,379,2023-11-25,2.54,1,133,15,
607536,Home in Austin · ★4.87 · 2 bedrooms · 2 beds · 1.5 baths,2546033,Adam,,78723,30.30308,-97.67689,Private room,111,2,148,2023-10-23,1.08,3,342,5,
609427,Guesthouse in Austin · ★4.83 · 1 bedroom · 1 bed · 1 bath,10615,Simon,,78704,30.24492,-97.76119,Entire home/apt,100,30,61,2023-08-19,0.44,1,179,3,
345536,Bungalow in Austin · ★4.93 · 2 bedrooms · 3 beds · 1 bath,1752493,Gigi,,78704,30.2466,-97.76157,Entire home/apt,170,2,319,2023-11-26,2.25,2,267,35,
347572,Home in Austin · ★4.90 · 2 bedrooms · 3 beds · 1 bath,1761506,Savanna,,78702,30.26448,-97.71715,Entire home/apt,,2,29,2020-03-01,0.20,1,0,0,
184853,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,518748,Rachel,,78704,30.24106,-97.77315,Entire home/apt,135,30,8,2023-08-01,0.14,2,137,2,
347654,Home in Austin · ★4.91 · 3 bedrooms · 3 beds · 2.5 baths,1761915,Charm,,78704,30.23661,-97.7449,Entire home/apt,525,1,69,2023-10-29,0.48,3,89,4,
347935,Home in Austin · 2 bedrooms · 2 beds · 1 bath,1763742,Amber,,78704,30.25152,-97.76212,Entire home/apt,,5,1,2012-03-18,0.01,1,0,0,
609618,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 2 baths,2989106,Janet,,78722,30.29991,-97.71398,Private room,,2,28,2019-12-09,0.21,1,0,0,
195674,Home in Austin · ★4.95 · 4 bedrooms · 5 beds · 2.5 baths,951551,Lori,,78704,30.25775,-97.76703,Entire home/apt,750,2,41,2023-10-23,0.31,1,359,2,
622495,Condo in Austin · ★4.93 · 1 bedroom · 2 beds · 1 bath,12409,Flip,,78705,30.28714,-97.75258,Entire home/apt,81,10,42,2023-11-27,0.31,2,299,9,
628034,Bungalow in Austin · ★4.90 · 2 bedrooms · 2 beds · 2 baths,2436512,Crystal,,78702,30.27191,-97.71989,Entire home/apt,156,1,690,2023-12-08,5.02,8,241,67,
632659,Guesthouse in Austin · ★4.98 · 2 bedrooms · 2 beds · 1 bath,3147504,Michelle,,78722,30.28273,-97.71702,Entire home/apt,165,2,451,2023-12-07,3.35,1,184,49,
349447,Bungalow in Austin · ★4.83 · 1 bedroom · 1 bed · 1 bath,1770424,Jason,,78702,30.27871,-97.72332,Entire home/apt,86,1,882,2023-12-06,6.17,7,337,85,
